Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year,Type,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
bobby portis,26.0,MIL,C,12.0,5.0,24.8,4.0,9.6,0.417,1.2,3.9,0.298,2.8,5.7,0.5,0.478,1.4,1.8,0.773,2.1,7.9,10.0,0.8,0.4,0.3,1.3,2.2,10.6,2022,Playoffs,13.7,0.509,0.409,0.191,8.9,31.6,20.6,4.7,0.8,1.0,11.4,20.4,0.0,0.7,0.6,0.101,-0.2,-0.3,-0.5,0.1
pat connaughton,29.0,MIL,SF,12.0,0.0,26.5,3.5,7.3,0.477,2.1,5.3,0.391,1.4,2.0,0.708,0.619,0.4,0.4,1.0,0.3,4.0,4.3,0.9,0.4,0.3,0.6,1.2,9.5,2022,Playoffs,12.2,0.632,0.727,0.057,1.0,14.9,8.2,5.2,0.8,1.3,7.2,13.2,0.4,0.6,1.0,0.144,1.0,1.2,2.2,0.3
jae crowder,31.0,PHO,PF,13.0,13.0,29.5,3.2,8.1,0.4,1.5,4.8,0.302,1.8,3.2,0.548,0.49,1.5,2.0,0.731,0.6,4.1,4.7,2.4,1.0,0.5,1.5,3.6,9.4,2022,Playoffs,9.8,0.524,0.6,0.248,2.6,16.0,9.5,10.8,1.8,1.8,14.0,16.3,0.0,0.2,0.2,0.029,-2.2,1.4,-0.9,0.1
tyus jones,25.0,MEM,PG,12.0,3.0,21.8,3.3,8.3,0.394,1.5,3.8,0.4,1.8,4.5,0.389,0.485,1.2,1.3,0.933,0.3,2.9,3.3,4.5,1.2,0.2,1.1,0.7,9.2,2022,Playoffs,16.2,0.521,0.455,0.152,1.5,14.9,7.8,30.3,2.5,0.7,11.0,18.5,0.4,0.4,0.7,0.134,1.1,1.9,3.0,0.3
maxi kleber,30.0,DAL,PF,18.0,0.0,25.4,3.0,5.9,0.509,1.9,4.3,0.436,1.1,1.6,0.714,0.67,0.8,1.2,0.714,0.8,3.7,4.6,1.1,0.2,0.8,0.6,2.7,8.7,2022,Playoffs,14.0,0.681,0.736,0.198,3.8,17.5,10.6,6.9,0.5,3.0,8.7,13.1,1.0,0.3,1.2,0.131,0.9,1.3,2.2,0.5
danny green,34.0,PHI,SF,12.0,12.0,26.6,3.0,7.4,0.404,2.6,6.3,0.408,0.4,1.1,0.385,0.579,0.0,0.1,0.0,0.8,2.3,3.1,0.8,1.0,0.3,1.1,1.9,8.6,2022,Playoffs,9.9,0.576,0.854,0.011,3.6,10.3,7.1,4.9,2.0,1.2,12.7,15.1,0.0,0.3,0.3,0.049,0.4,0.9,1.3,0.3
grant williams,23.0,BOS,PF,24.0,5.0,27.3,2.7,6.3,0.433,1.5,3.7,0.393,1.3,2.5,0.492,0.55,1.8,2.2,0.808,1.0,2.8,3.8,0.8,0.3,0.8,0.8,3.5,8.6,2022,Playoffs,9.5,0.599,0.593,0.347,4.1,11.3,7.8,4.4,0.6,2.5,10.4,13.3,0.6,0.8,1.4,0.104,-2.0,1.2,-0.8,0.2
derrick white,27.0,BOS,SG,23.0,3.0,25.4,2.8,7.7,0.364,1.1,3.6,0.313,1.7,4.0,0.409,0.438,1.8,2.2,0.824,0.3,2.7,3.0,2.7,0.9,0.6,1.3,2.0,8.5,2022,Playoffs,10.1,0.494,0.472,0.29,1.6,11.5,6.7,15.9,1.8,2.0,12.8,17.5,-0.1,0.9,0.8,0.065,-2.0,1.8,-0.1,0.3
grayson allen,26.0,MIL,SG,12.0,5.0,25.4,3.1,6.8,0.451,1.6,4.0,0.396,1.5,2.8,0.529,0.567,0.6,0.9,0.636,0.4,2.5,2.9,1.3,0.7,0.3,0.8,1.8,8.3,2022,Playoffs,10.3,0.576,0.585,0.134,1.7,9.7,5.9,7.2,1.3,1.3,9.4,13.6,0.2,0.5,0.7,0.115,-1.0,1.2,0.2,0.2
draymond green,31.0,GSW,PF,22.0,22.0,32.0,3.1,6.5,0.479,0.4,1.8,0.205,2.8,4.8,0.581,0.507,1.4,2.1,0.638,1.2,6.0,7.2,6.3,1.1,1.0,2.7,4.0,8.0,2022,Playoffs,12.3,0.534,0.271,0.326,4.3,20.6,12.7,25.7,1.8,3.2,26.4,14.0,0.4,1.0,1.4,0.094,-2.0,2.9,0.9,0.5
gabe vincent,25.0,MIA,PG,18.0,8.0,23.5,2.8,7.3,0.382,1.4,4.5,0.309,1.4,2.8,0.5,0.477,1.1,1.1,0.95,0.2,1.8,1.9,3.2,0.8,0.3,1.4,2.3,8.0,2022,Playoffs,10.0,0.515,0.618,0.153,0.8,9.2,4.9,20.0,1.7,1.3,15.2,17.4,0.0,0.5,0.6,0.065,-1.7,1.4,-0.3,0.2
pj tucker,36.0,MIA,PF,18.0,18.0,28.3,3.0,6.1,0.495,1.3,2.8,0.451,1.7,3.2,0.534,0.601,0.6,0.9,0.688,1.9,3.7,5.7,1.8,0.8,0.3,0.7,2.8,7.9,2022,Playoffs,12.9,0.612,0.468,0.147,7.8,16.1,11.8,9.2,1.4,1.1,10.1,11.3,0.9,0.7,1.6,0.149,0.4,1.8,2.2,0.5
kyle lowry,35.0,MIA,PG,10.0,10.0,29.5,2.5,8.6,0.291,1.3,5.4,0.241,1.2,3.2,0.375,0.366,1.5,1.9,0.789,0.3,3.3,3.6,4.7,1.2,0.7,1.9,2.9,7.8,2022,Playoffs,7.8,0.413,0.628,0.221,1.2,13.7,7.2,22.5,2.1,2.6,16.8,17.1,-0.4,0.5,0.1,0.018,-3.4,0.7,-2.7,0.0
robert williams,24.0,BOS,C,17.0,15.0,23.2,3.1,4.6,0.679,0.0,0.1,0.0,3.1,4.5,0.688,0.679,1.5,1.6,0.893,2.5,3.6,6.2,1.0,0.7,2.2,0.6,2.0,7.7,2022,Playoffs,21.7,0.725,0.013,0.359,12.7,17.1,15.0,6.8,1.5,8.8,10.0,11.5,1.3,0.8,2.1,0.254,2.2,3.8,5.9,0.8
ziaire williams,20.0,MEM,SF,10.0,1.0,16.8,2.3,5.2,0.442,1.1,3.6,0.306,1.2,1.6,0.75,0.548,1.2,1.3,0.923,0.4,1.2,1.6,0.5,0.5,0.0,0.2,1.4,6.9,2022,Playoffs,11.8,0.598,0.692,0.25,2.4,8.0,5.0,4.3,1.4,0.0,3.3,14.6,0.3,0.1,0.4,0.126,-0.9,0.4,-0.6,0.1
javale mcgee,34.0,PHO,C,12.0,0.0,11.1,2.9,4.2,0.7,0.0,0.1,0.0,2.9,4.1,0.714,0.7,0.9,1.1,0.846,1.3,2.7,4.0,0.6,0.3,0.4,0.8,2.3,6.8,2022,Playoffs,26.3,0.727,0.02,0.26,14.7,27.8,21.4,8.9,1.2,3.6,13.9,22.4,0.5,0.1,0.6,0.226,2.1,1.5,3.5,0.2
gary payton,29.0,GSW,SG,12.0,2.0,16.9,2.4,3.7,0.659,0.7,1.3,0.533,1.8,2.4,0.724,0.75,1.0,1.5,0.667,1.1,2.0,3.1,1.3,1.2,0.6,0.5,1.9,6.5,2022,Playoffs,20.6,0.751,0.341,0.409,7.4,12.9,10.2,11.0,3.4,3.5,10.4,12.5,0.7,0.3,1.0,0.235,2.7,4.7,7.4,0.5
wesley matthews,35.0,MIL,SG,12.0,12.0,28.8,2.1,5.3,0.391,1.5,3.8,0.4,0.6,1.6,0.368,0.531,0.5,0.8,0.667,0.8,2.3,3.1,1.2,0.8,0.3,0.5,2.3,6.2,2022,Playoffs,7.3,0.544,0.703,0.141,2.8,8.0,5.5,5.6,1.3,0.9,8.1,9.3,0.2,0.6,0.8,0.105,-2.1,1.8,-0.3,0.1
kyle anderson,28.0,MEM,PF,12.0,1.0,18.4,2.4,4.3,0.569,0.3,1.0,0.25,2.2,3.3,0.667,0.598,0.9,1.5,0.611,0.8,3.5,4.3,1.8,0.9,0.6,0.8,1.8,6.0,2022,Playoffs,15.0,0.611,0.235,0.353,4.5,21.2,12.4,13.6,2.3,3.1,14.5,12.8,0.3,0.4,0.7,0.147,-0.7,3.5,2.8,0.3
kevon looney,25.0,GSW,C,22.0,13.0,20.4,2.6,4.0,0.659,0.0,0.0,0.0,2.6,4.0,0.659,0.659,0.5,0.8,0.611,2.9,4.8,7.6,2.2,0.4,0.5,0.9,2.3,5.8,2022,Playoffs,18.3,0.662,0.0,0.205,16.2,25.6,21.0,14.6,1.0,2.2,16.5,11.3,1.3,0.6,1.9,0.205,1.1,2.0,3.1,0.6
deanthony melton,23.0,MEM,SG,10.0,0.0,17.0,2.1,6.5,0.323,1.1,4.4,0.25,1.0,2.1,0.476,0.408,0.3,0.4,0.75,0.9,2.2,3.1,1.6,1.0,0.5,1.4,0.9,5.6,2022,Playoffs,8.5,0.419,0.677,0.062,5.3,14.4,9.6,13.4,2.8,2.9,17.3,19.4,-0.3,0.3,0.0,-0.014,-2.8,0.3,-2.4,0.0
duncan robinson,27.0,MIA,SG,13.0,0.0,12.2,1.9,4.4,0.439,1.4,3.6,0.383,0.5,0.8,0.7,0.596,0.4,0.5,0.833,0.2,1.6,1.8,0.4,0.3,0.1,0.2,1.7,5.6,2022,Playoffs,13.2,0.612,0.825,0.105,1.4,16.1,8.5,5.0,1.3,0.7,4.8,17.5,0.3,0.2,0.5,0.142,0.8,2.0,2.8,0.2
otto porter,28.0,GSW,PF,19.0,3.0,19.5,2.0,4.1,0.494,1.0,2.5,0.404,1.0,1.6,0.633,0.617,0.4,0.5,0.778,0.6,2.8,3.4,1.8,0.9,0.3,0.6,1.8,5.4,2022,Playoffs,13.0,0.63,0.61,0.117,3.7,15.6,9.8,12.1,2.3,1.6,12.9,11.0,0.6,0.5,1.0,0.135,0.1,2.6,2.7,0.4
jonathan kuminga,19.0,GSW,SF,16.0,3.0,8.6,1.9,3.8,0.5,0.2,0.8,0.231,1.7,2.9,0.574,0.525,1.3,1.6,0.769,0.3,1.4,1.7,0.5,0.2,0.1,0.7,0.7,5.2,2022,Playoffs,16.1,0.581,0.217,0.433,3.3,18.2,11.0,9.0,1.1,1.5,13.3,26.2,0.1,0.1,0.2,0.08,-1.3,-0.7,-2.0,0.0
shake milton,25.0,PHI,SG,12.0,0.0,13.2,1.5,3.2,0.474,0.7,1.3,0.533,0.8,1.9,0.435,0.579,1.3,1.7,0.8,0.3,1.3,1.6,0.9,0.5,0.3,0.4,1.1,5.0,2022,Playoffs,15.4,0.641,0.395,0.526,3.3,11.1,7.4,10.9,2.0,1.8,9.7,15.4,0.4,0.2,0.5,0.153,1.5,2.3,3.7,0.2
georges niang,28.0,PHI,PF,12.0,0.0,16.5,1.7,4.0,0.417,1.3,3.6,0.372,0.3,0.4,0.8,0.583,0.2,0.2,1.0,0.3,1.2,1.5,0.9,0.3,0.0,0.6,2.5,4.8,2022,Playoffs,7.1,0.593,0.896,0.042,2.6,8.3,5.6,8.5,0.8,0.0,12.5,13.3,0.1,0.1,0.2,0.053,-1.8,-0.4,-2.2,0.0
payton pritchard,24.0,BOS,PG,24.0,0.0,12.9,1.8,4.3,0.422,1.0,3.0,0.333,0.8,1.3,0.633,0.539,0.2,0.3,0.667,0.4,1.5,1.9,1.6,0.3,0.1,0.4,1.0,4.8,2022,Playoffs,12.8,0.545,0.706,0.059,3.8,12.7,8.4,19.7,1.0,0.6,7.9,16.6,0.4,0.4,0.8,0.12,0.7,0.8,1.5,0.3
caleb martin,26.0,MIA,SF,17.0,0.0,12.3,1.9,4.7,0.4,0.6,1.9,0.303,1.3,2.8,0.468,0.463,0.1,0.4,0.333,0.7,1.5,2.2,0.3,0.6,0.1,0.6,1.0,4.5,2022,Playoffs,9.3,0.46,0.413,0.075,6.5,14.6,10.4,3.7,2.4,1.0,10.8,19.7,-0.3,0.3,0.1,0.016,-2.4,0.1,-2.3,0.0
landry shamet,24.0,PHO,SG,12.0,0.0,16.0,1.6,4.0,0.396,0.8,2.2,0.346,0.8,1.8,0.455,0.49,0.4,0.6,0.714,0.3,1.4,1.7,1.3,0.5,0.0,0.6,0.8,4.3,2022,Playoffs,8.4,0.509,0.542,0.146,1.9,10.2,6.2,10.3,1.6,0.0,12.1,13.9,0.0,0.0,0.0,0.011,-1.6,0.1,-1.5,0.0
daniel theis,29.0,BOS,C,16.0,5.0,12.5,1.9,3.2,0.588,0.2,0.9,0.214,1.7,2.3,0.73,0.618,0.4,0.5,0.75,0.8,2.4,3.3,0.7,0.3,0.5,0.7,1.6,4.3,2022,Playoffs,14.2,0.633,0.275,0.157,7.6,21.2,14.6,8.9,1.0,3.7,16.8,14.7,0.2,0.3,0.6,0.134,-1.3,1.8,0.4,0.1
cameron payne,27.0,PHO,PG,13.0,0.0,13.2,1.7,5.7,0.297,0.4,2.3,0.167,1.3,3.4,0.386,0.331,0.4,0.5,0.833,0.2,1.4,1.5,2.1,0.5,0.1,1.0,1.9,4.2,2022,Playoffs,3.4,0.352,0.405,0.081,1.4,12.1,6.9,21.5,2.1,0.6,14.5,24.0,-0.6,0.1,-0.5,-0.134,-7.2,-1.8,-9.0,-0.3
dävis bertäns,29.0,DAL,PF,18.0,0.0,10.7,1.2,3.1,0.4,1.1,2.8,0.373,0.2,0.2,0.75,0.573,0.6,0.7,0.833,0.2,1.2,1.4,0.3,0.4,0.1,0.2,1.4,4.1,2022,Playoffs,13.0,0.606,0.927,0.218,2.4,13.7,8.0,4.9,2.2,0.9,4.7,15.6,0.3,0.2,0.4,0.112,0.0,0.9,0.9,0.1
dewayne dedmon,32.0,MIA,C,14.0,0.0,9.9,1.5,3.2,0.467,0.1,0.7,0.1,1.4,2.5,0.571,0.478,0.7,0.9,0.833,1.1,1.9,3.0,0.4,0.1,0.2,0.5,2.6,3.8,2022,Playoffs,11.2,0.527,0.222,0.267,12.4,23.9,17.9,5.7,0.4,2.4,12.2,18.5,0.1,0.2,0.3,0.104,-5.8,-0.4,-6.2,-0.1
paul reed,22.0,PHI,C,12.0,0.0,11.7,1.6,3.0,0.528,0.2,0.3,0.667,1.4,2.8,0.515,0.556,0.3,0.6,0.571,1.8,2.0,3.8,0.8,0.8,0.5,0.8,2.4,3.7,2022,Playoffs,17.7,0.563,0.083,0.194,20.2,20.1,20.1,11.6,3.3,4.0,18.7,16.1,0.2,0.3,0.5,0.161,-0.8,2.9,2.0,0.1
trey burke,29.0,DAL,PG,10.0,0.0,3.7,1.1,2.2,0.5,0.4,1.0,0.4,0.7,1.2,0.583,0.591,0.6,0.6,1.0,0.0,0.3,0.3,0.4,0.1,0.0,0.1,0.3,3.2,2022,Playoffs,29.6,0.649,0.455,0.273,0.0,9.7,4.8,23.6,1.4,0.0,3.9,32.8,0.2,0.0,0.2,0.246,7.3,1.8,9.0,0.1
moses moody,19.0,GSW,SG,13.0,0.0,8.1,1.2,2.2,0.536,0.5,1.0,0.538,0.6,1.2,0.533,0.661,0.3,0.5,0.667,0.2,0.5,0.6,0.3,0.2,0.2,0.2,0.3,3.2,2022,Playoffs,14.0,0.669,0.464,0.214,2.2,6.2,4.3,5.3,1.4,2.9,8.9,14.1,0.2,0.1,0.3,0.119,1.4,0.4,1.7,0.1
dwight powell,30.0,DAL,C,18.0,18.0,13.8,1.2,1.9,0.629,0.0,0.1,0.0,1.2,1.8,0.667,0.629,0.8,1.3,0.609,0.9,1.7,2.6,0.2,0.2,0.3,0.5,2.2,3.2,2022,Playoffs,9.3,0.643,0.057,0.657,7.9,14.4,11.1,2.4,0.6,2.2,16.6,10.3,0.3,0.1,0.4,0.086,-4.0,-0.4,-4.4,-0.2
nemanja bjelica,33.0,GSW,C,15.0,0.0,10.0,1.2,2.3,0.529,0.2,0.5,0.375,1.0,1.7,0.577,0.574,0.3,0.5,0.571,0.4,1.7,2.1,1.1,0.3,0.1,0.5,1.4,2.9,2022,Playoffs,11.4,0.58,0.235,0.206,4.6,18.2,11.6,15.3,1.3,1.3,15.9,12.9,0.2,0.2,0.3,0.107,-2.6,1.1,-1.5,0.0
jevon carter,26.0,MIL,PG,11.0,0.0,11.5,0.8,1.7,0.474,0.3,0.6,0.429,0.5,1.1,0.5,0.553,0.2,0.2,1.0,0.3,1.2,1.5,0.9,0.7,0.0,0.5,1.1,2.1,2022,Playoffs,8.6,0.578,0.368,0.105,2.5,10.2,6.5,10.9,3.1,0.0,23.2,8.9,0.0,0.3,0.3,0.109,-4.2,3.0,-1.2,0.0
damion lee,29.0,GSW,SG,16.0,0.0,7.8,0.8,2.1,0.382,0.3,1.0,0.25,0.6,1.1,0.5,0.441,0.1,0.2,0.667,0.3,1.3,1.6,0.4,0.1,0.0,0.4,0.5,2.0,2022,Playoffs,5.8,0.453,0.471,0.088,4.7,18.5,11.8,7.5,0.4,0.0,14.5,14.6,-0.1,0.1,0.0,-0.005,-4.1,-1.1,-5.2,-0.1
frank ntilikina,23.0,DAL,SG,12.0,0.0,10.4,0.7,2.0,0.333,0.5,1.7,0.3,0.2,0.3,0.5,0.458,0.1,0.1,1.0,0.2,0.8,1.0,0.8,0.7,0.1,0.5,1.6,1.9,2022,Playoffs,5.7,0.471,0.833,0.042,1.9,9.6,5.7,10.4,3.3,0.7,19.7,11.5,-0.1,0.1,0.0,0.007,-5.7,2.0,-3.7,-0.1
josh green,21.0,DAL,SG,16.0,0.0,7.6,0.5,1.8,0.286,0.3,1.4,0.227,0.2,0.4,0.5,0.375,0.1,0.5,0.25,0.1,0.7,0.8,0.4,0.3,0.0,0.0,1.0,1.4,2022,Playoffs,4.0,0.365,0.786,0.286,1.0,10.9,5.8,8.4,2.1,0.0,0.0,12.3,-0.1,0.1,-0.1,-0.021,-5.3,0.3,-5.0,-0.1
nik stauskas,28.0,BOS,SG,13.0,0.0,1.8,0.2,0.9,0.25,0.2,0.8,0.3,0.0,0.2,0.0,0.375,0.3,0.3,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.0,2022,Playoffs,15.5,0.472,0.833,0.333,0.0,18.1,9.4,26.1,0.0,0.0,0.0,25.8,0.0,0.0,0.1,0.139,2.3,0.3,2.6,0.0
aaron nesmith,22.0,BOS,SF,15.0,0.0,3.5,0.3,1.1,0.235,0.1,0.7,0.091,0.2,0.4,0.5,0.265,0.2,0.3,0.75,0.3,0.7,1.0,0.2,0.1,0.3,0.1,0.4,0.8,2022,Playoffs,8.9,0.32,0.647,0.235,9.0,23.0,16.2,8.4,1.9,7.0,5.1,17.1,-0.1,0.1,0.0,0.026,-4.5,2.7,-1.7,0.0
juan toscanoanderson,28.0,GSW,SF,14.0,0.0,3.5,0.3,0.7,0.4,0.1,0.4,0.4,0.1,0.4,0.4,0.5,0.1,0.2,0.333,0.0,0.7,0.7,0.6,0.1,0.1,0.6,0.2,0.8,2022,Playoffs,4.6,0.486,0.5,0.3,0.0,22.3,11.4,20.9,2.0,2.1,41.4,17.3,-0.2,0.1,-0.1,-0.084,-5.5,1.1,-4.4,0.0
devin booker,26.0,PHO,SG,11.0,11.0,41.7,12.8,21.9,0.585,2.8,5.5,0.508,10.0,16.4,0.611,0.649,5.3,6.1,0.866,1.1,3.7,4.8,7.2,1.7,0.8,2.9,3.4,33.7,2023,Playoffs,28.6,0.686,0.253,0.278,3.1,10.2,6.7,29.1,2.0,1.6,10.6,29.0,2.1,0.2,2.3,0.236,8.7,2.0,10.7,1.5
stephen curry,34.0,GSW,PG,13.0,13.0,37.9,11.2,23.9,0.466,4.4,12.1,0.363,6.8,11.8,0.571,0.558,3.8,4.5,0.845,0.7,4.5,5.2,6.1,1.0,0.5,3.2,2.6,30.5,2023,Playoffs,20.4,0.588,0.505,0.186,1.9,12.3,7.0,27.7,1.3,1.0,11.1,31.6,0.9,0.5,1.3,0.131,6.1,0.4,6.5,1.1
nikola jokiä,27.0,DEN,C,20.0,20.0,39.5,11.4,20.7,0.548,1.8,3.8,0.461,9.6,16.9,0.568,0.591,5.6,7.0,0.799,3.5,10.0,13.5,9.5,1.1,1.0,3.5,3.5,30.0,2023,Playoffs,31.2,0.631,0.184,0.336,10.6,28.4,19.8,41.0,1.4,2.2,12.8,31.1,3.7,1.3,5.0,0.305,9.1,3.7,12.8,3.0
kevin durant,34.0,PHO,PF,11.0,11.0,42.4,9.7,20.4,0.478,1.5,4.6,0.333,8.2,15.7,0.52,0.516,8.0,8.7,0.917,0.6,8.1,8.7,5.5,0.8,1.4,3.5,2.6,29.0,2023,Playoffs,21.1,0.599,0.228,0.429,1.8,21.8,12.0,19.6,1.0,2.7,12.8,28.8,0.9,0.2,1.1,0.114,3.7,0.9,4.6,0.8
jalen brunson,26.0,NYK,PG,11.0,11.0,40.3,9.9,20.9,0.474,2.4,7.3,0.325,7.5,13.6,0.553,0.53,5.6,6.2,0.912,0.8,4.1,4.9,5.6,1.5,0.1,2.1,2.4,27.8,2023,Playoffs,22.8,0.589,0.348,0.296,2.3,11.5,7.0,28.6,1.9,0.2,8.1,28.4,1.4,0.6,2.1,0.225,6.1,1.5,7.6,1.1
jayson tatum,24.0,BOS,SF,20.0,20.0,40.0,9.3,20.2,0.458,2.7,8.2,0.323,6.6,12.0,0.55,0.524,6.0,6.9,0.876,1.3,9.2,10.5,5.3,1.1,1.1,2.8,2.2,27.2,2023,Playoffs,22.6,0.585,0.406,0.339,3.8,25.6,15.0,21.4,1.3,2.3,10.8,29.4,1.7,1.1,2.8,0.168,4.0,1.3,5.3,1.5
jimmy butler,33.0,MIA,PF,22.0,22.0,39.7,9.4,20.1,0.468,1.3,3.5,0.359,8.1,16.5,0.492,0.5,6.8,8.5,0.806,2.1,4.3,6.5,5.9,1.8,0.6,1.9,1.7,26.9,2023,Playoffs,24.0,0.565,0.176,0.421,6.0,12.6,9.3,25.1,2.3,1.6,7.3,29.1,2.4,1.1,3.5,0.19,5.0,1.5,6.6,1.9
jamal murray,25.0,DEN,PG,20.0,20.0,40.0,9.7,20.5,0.473,3.0,7.5,0.396,6.8,13.1,0.517,0.545,3.8,4.1,0.926,0.8,4.9,5.7,7.1,1.5,0.3,2.5,2.1,26.1,2023,Playoffs,21.6,0.586,0.363,0.198,2.3,13.8,8.2,28.1,1.9,0.5,10.1,27.9,2.0,1.0,3.0,0.181,4.1,0.7,4.8,1.4
lebron james,38.0,LAL,PF,16.0,16.0,38.7,9.2,18.4,0.498,1.8,6.6,0.264,7.4,11.8,0.63,0.546,4.4,5.8,0.761,1.6,8.3,9.9,6.5,1.1,1.1,2.5,1.8,24.5,2023,Playoffs,22.6,0.584,0.359,0.312,4.6,21.6,13.6,27.4,1.3,2.6,10.7,26.6,1.3,0.9,2.2,0.171,5.5,2.0,7.6,1.5
jaylen brown,26.0,BOS,SF,20.0,20.0,37.6,9.1,18.3,0.496,2.0,5.7,0.354,7.1,12.6,0.56,0.551,2.6,3.7,0.689,1.3,4.4,5.6,3.4,1.1,0.4,3.3,3.1,22.7,2023,Playoffs,15.5,0.57,0.31,0.203,3.9,12.9,8.5,15.0,1.4,0.9,14.2,27.9,0.2,0.6,0.8,0.051,-0.4,-0.6,-0.9,0.2
anthony davis,29.0,LAL,C,16.0,16.0,38.0,8.3,15.9,0.52,0.3,0.9,0.333,7.9,14.9,0.531,0.53,5.8,6.8,0.852,2.4,11.7,14.1,2.6,1.4,3.1,2.1,2.9,22.6,2023,Playoffs,24.0,0.599,0.059,0.425,7.0,30.9,19.7,10.7,1.8,7.4,10.1,24.2,1.1,1.4,2.6,0.202,2.8,3.0,5.7,1.2
tyrese maxey,22.0,PHI,SG,11.0,11.0,38.5,7.5,17.5,0.427,3.1,7.7,0.4,4.4,9.7,0.449,0.516,2.5,2.8,0.903,0.8,4.0,4.8,2.3,1.4,0.5,0.7,2.4,20.5,2023,Playoffs,16.8,0.55,0.443,0.161,2.4,12.4,7.3,10.5,1.9,1.3,3.7,23.4,0.6,0.4,1.0,0.117,1.9,0.4,2.2,0.5
james harden,33.0,PHI,PG,11.0,11.0,38.8,6.5,16.6,0.393,2.8,7.5,0.378,3.7,9.2,0.406,0.478,4.4,5.0,0.873,0.5,5.6,6.2,8.3,1.8,0.4,3.2,2.5,20.3,2023,Playoffs,18.5,0.538,0.448,0.301,1.6,17.4,9.3,36.2,2.5,1.0,14.5,26.2,0.5,0.5,1.0,0.111,3.0,1.1,4.1,0.6
rj barrett,22.0,NYK,SG,11.0,11.0,34.3,6.5,14.9,0.433,1.8,5.5,0.328,4.6,9.4,0.495,0.494,4.5,5.9,0.769,0.5,4.0,4.5,2.8,0.8,0.2,2.3,2.3,19.3,2023,Playoffs,14.6,0.55,0.372,0.396,1.5,13.3,7.4,15.0,1.2,0.5,11.5,25.7,0.3,0.5,0.8,0.105,0.9,0.4,1.3,0.3
klay thompson,32.0,GSW,SF,13.0,13.0,36.0,6.5,16.8,0.388,3.8,10.5,0.368,2.7,6.4,0.422,0.502,1.6,1.8,0.875,0.1,4.1,4.2,2.2,0.5,0.3,2.0,2.2,18.5,2023,Playoffs,9.3,0.525,0.621,0.11,0.2,11.9,6.0,9.0,0.7,0.7,10.2,22.5,-0.2,0.4,0.2,0.016,-1.3,-1.3,-2.6,-0.1
bam adebayo,25.0,MIA,C,23.0,23.0,37.0,7.3,15.1,0.481,0.0,0.1,0.0,7.3,15.0,0.485,0.481,3.4,4.1,0.821,2.7,7.1,9.9,3.7,0.8,0.7,2.7,3.1,17.9,2023,Playoffs,15.8,0.53,0.009,0.274,8.3,22.5,15.3,15.9,1.1,1.8,13.8,23.8,0.3,1.1,1.4,0.077,-1.2,0.5,-0.7,0.3
austin reaves,24.0,LAL,SG,16.0,16.0,36.2,5.6,12.1,0.464,2.4,5.5,0.443,3.2,6.6,0.481,0.564,3.2,3.6,0.895,1.3,3.2,4.4,4.6,0.6,0.2,1.6,2.4,16.9,2023,Playoffs,15.4,0.616,0.454,0.294,3.9,8.9,6.5,18.2,0.8,0.5,10.2,18.5,1.2,0.4,1.6,0.135,2.0,0.2,2.2,0.6
andrew wiggins,27.0,GSW,SF,13.0,12.0,34.0,6.4,13.9,0.459,1.5,4.9,0.297,4.9,9.0,0.547,0.511,2.5,3.6,0.681,1.8,3.8,5.6,1.9,0.8,1.2,1.3,3.5,16.7,2023,Playoffs,13.3,0.538,0.354,0.26,5.5,11.6,8.5,8.2,1.2,2.9,7.8,20.4,0.3,0.5,0.8,0.085,-1.3,0.4,-0.9,0.1
julius randle,28.0,NYK,PF,10.0,10.0,33.0,5.5,14.7,0.374,1.7,6.6,0.258,3.8,8.1,0.469,0.432,3.9,5.5,0.709,1.7,6.6,8.3,3.6,0.5,0.3,3.5,2.4,16.6,2023,Playoffs,11.5,0.485,0.449,0.374,5.9,22.7,14.3,19.2,0.8,0.9,17.0,27.8,-0.4,0.5,0.1,0.017,-0.2,-0.6,-0.8,0.1
tobias harris,30.0,PHI,SF,11.0,11.0,35.6,6.4,12.2,0.522,1.4,3.7,0.366,5.0,8.5,0.591,0.578,1.2,1.4,0.867,1.5,5.7,7.3,1.6,0.6,0.5,0.7,2.5,15.3,2023,Playoffs,16.1,0.597,0.306,0.112,4.9,19.2,11.9,7.9,0.9,1.7,5.4,17.5,0.7,0.4,1.1,0.131,1.0,0.3,1.4,0.3
marcus smart,28.0,BOS,PG,20.0,20.0,34.0,5.1,11.2,0.453,2.2,6.1,0.361,2.9,5.1,0.564,0.552,2.6,3.3,0.8,1.1,3.0,4.0,5.1,1.3,0.3,2.3,1.9,14.9,2023,Playoffs,15.4,0.592,0.547,0.291,3.6,9.7,6.7,21.3,1.9,0.7,15.2,19.8,1.0,0.6,1.6,0.112,0.0,0.7,0.8,0.5
