Player,player_height,player_weight,year
daryl macon,187.96,83.91452,2018
darius bazley,203.2,94.347136,2019
lebron james,205.74,113.398,2003
michael kiddgilchrist,198.12,105.233344,2012
lonzo ball,198.12,86.18248,2017
stephen curry,190.5,83.91452,2009
sterling brown,195.58,99.336648,2017
steven adams,210.82,120.20188,2013
svi mykhailiuk,200.66,92.98636,2018
tj leaf,208.28,100.697424,2017
tj mcconnell,185.42,86.18248,2015
tj warren,203.2,99.79024,2014
tacko fall,226.06,141.067112,Undrafted
taj gibson,205.74,105.233344,2009
talen hortontucker,193.04,106.140528,2019
tariq owens,208.28,92.98636,Undrafted
taurean prince,200.66,98.883056,2016
terance mann,195.58,97.52228,2019
terence davis,193.04,91.171992,Undrafted
terrance ferguson,198.12,86.18248,2017
terrence ross,198.12,93.439952,2012
terry rozier,185.42,86.18248,2015
thabo sefolosha,198.12,97.52228,2006
thaddeus young,203.2,106.59412,2007
thanasis antetokounmpo,198.12,99.336648,2014
theo pinson,195.58,96.161504,Undrafted
stanton kidd,198.12,97.975872,Undrafted
thomas bryant,208.28,112.490816,2017
stanley johnson,198.12,109.769264,2015
solomon hill,198.12,102.511792,2013
romeo langford,193.04,97.975872,2019
rondae hollisjefferson,198.12,98.429464,2015
royce oneale,193.04,102.511792,Undrafted
rudy gay,203.2,113.398,2006
rudy gobert,215.9,117.026736,2013
rui hachimura,203.2,104.32616,2019
russell westbrook,190.5,90.7184,2008
ryan anderson,205.74,108.86208,2008
ryan arcidiacono,190.5,88.45044,Undrafted
ryan broekhoff,198.12,97.52228,Undrafted
sekou doumbouya,203.2,104.32616,2019
semi ojeleye,198.12,108.86208,2017
serge ibaka,213.36,106.59412,2008
seth curry,187.96,83.91452,Undrafted
shabazz napier,182.88,79.3786,2014
shai gilgeousalexander,195.58,81.64656,2018
shake milton,195.58,92.98636,2018
shamorie ponds,182.88,79.3786,Undrafted
shaquille harrison,200.66,86.18248,Undrafted
sindarius thornwell,193.04,97.52228,2017
skal labissiere,208.28,106.59412,2016
spencer dinwiddie,195.58,97.52228,2014
thon maker,213.36,100.243832,2016
tim frazier,182.88,77.11064,Undrafted
tim hardaway,195.58,92.98636,2013
vincent poirier,213.36,106.59412,Undrafted
vlatko cancar,203.2,107.047712,2017
wayne ellington,193.04,93.893544,2009
wendell carter,205.74,122.46984,2018
wenyen gabriel,205.74,92.98636,Undrafted
wes iwundu,198.12,88.45044,2017
wesley matthews,193.04,99.79024,Undrafted
will barton,195.58,82.10015200000001,2012
william howard,203.2,93.893544,Undrafted
willie cauleystein,213.36,108.86208,2015
willy hernangomez,210.82,113.398,2015
wilson chandler,203.2,106.59412,2007
yogi ferrell,182.88,80.73937600000001,Undrafted
yuta watanabe,203.2,97.52228,Undrafted
zach collins,210.82,113.398,2017
zach lavine,198.12,90.7184,2014
zach norvell,195.58,92.98636,2019
zhaire smith,190.5,92.98636,2018
zion williamson,198.12,128.820128,2019
zylan cheatham,195.58,99.79024,Undrafted
lonnie walker,195.58,92.532768,2018
vince carter,198.12,99.79024,1998
victor oladipo,193.04,96.615096,2013
vic law,200.66,91.171992,Undrafted
udonis haslem,203.2,106.59412,Undrafted
timothe luwawucabarrot,200.66,99.79024,2016
tobias harris,203.2,102.511792,2011
tomas satoransky,200.66,95.25432,2012
tony bradley,208.28,112.490816,2017
tony snell,198.12,96.615096,2013
torrey craig,200.66,100.243832,Undrafted
trae young,185.42,81.64656,2018
tremont waters,177.8,79.3786,2019
treveon graham,195.58,99.336648,Undrafted
trevor ariza,203.2,97.52228,2004
rodney mcgruder,193.04,92.98636,Undrafted
trey burke,182.88,83.91452,2013
tristan thompson,205.74,115.212368,2011
troy daniels,193.04,90.7184,Undrafted
ty jerome,195.58,88.45044,2019
tyler cook,203.2,115.66596,Undrafted
tyler herro,195.58,88.45044,2019
tyler johnson,190.5,84.368112,Undrafted
tyler zeller,210.82,113.398,2012
tyrone wallace,195.58,89.811216,2016
tyson chandler,213.36,106.59412,2001
tyus jones,182.88,88.904032,2015
trey lyles,205.74,106.140528,2015
rodney hood,203.2,94.347136,2014
troy brown,198.12,97.52228,2018
robin lopez,213.36,127.459352,2008
marvin williams,203.2,107.501304,2005
mason plumlee,210.82,115.212368,2013
matisse thybulle,195.58,91.171992,2019
matt mooney,187.96,90.264808,Undrafted
matt thomas,193.04,86.18248,Undrafted
matthew dellavedova,190.5,90.7184,Undrafted
maurice harkless,200.66,99.79024,2012
max strus,195.58,97.52228,Undrafted
maxi kleber,208.28,108.86208,Undrafted
melvin frazier,195.58,97.52228,2018
meyers leonard,213.36,117.93392,2012
mfiondu kabengele,205.74,113.398,2019
michael carterwilliams,195.58,86.18248,2013
michael frazier,190.5,90.7184,Undrafted
michael porter,208.28,98.883056,2018
mikal bridges,198.12,94.800728,2018
mike conley,185.42,79.3786,2007
mike muscala,208.28,108.86208,2013
mike scott,200.66,107.501304,2012
miles bridges,198.12,102.0582,2018
mitchell robinson,213.36,108.86208,2018
marvin bagley,210.82,106.59412,2018
miye oni,195.58,93.439952,2019
marquese chriss,205.74,108.86208,2016
marko guduric,198.12,91.171992,Undrafted
lou williams,185.42,79.3786,2005
rodions kurucs,205.74,103.418976,2018
louis king,200.66,92.98636,Undrafted
luc mbah a moute,203.2,104.32616,2008
luguentz dort,190.5,97.52228,Undrafted
luka doncic,200.66,104.32616,2018
luka samanic,208.28,102.965384,2019
luke kennard,195.58,93.439952,2017
luke kornet,218.44,113.398,Undrafted
malcolm brogdon,195.58,103.872568,2016
malcolm miller,200.66,95.25432,Undrafted
malik beasley,193.04,84.821704,2016
malik monk,190.5,90.7184,2017
malik newman,190.5,86.18248,2018
marc gasol,210.82,115.66596,2007
marco belinelli,195.58,99.79024,2007
marcus morris,203.2,98.883056,2011
marcus smart,190.5,99.79024,2014
marial shayok,195.58,89.811216,2019
markelle fultz,190.5,94.800728,2017
markieff morris,203.2,111.13004,2011
marques bolden,208.28,112.944408,2019
mo bamba,213.36,104.779752,2018
mario hezonja,203.2,99.79024,2015
montrezl harrell,200.66,108.86208,2015
pj dozier,198.12,92.98636,Undrafted
pascal siakam,205.74,104.32616,2016
pat connaughton,195.58,94.800728,2015
patrick beverley,185.42,81.64656,2009
patrick mccaw,200.66,82.10015200000001,2016
patrick patterson,203.2,106.59412,2010
patty mills,185.42,81.64656,2009
paul george,203.2,99.79024,2010
paul millsap,200.66,116.573144,2006
paul watson,198.12,95.25432,Undrafted
pj washington,200.66,104.32616,2019
quinndary weatherspoon,190.5,92.98636,2019
rajon rondo,185.42,81.64656,2006
raul neto,185.42,81.64656,2013
rayjon tucker,190.5,94.800728,Undrafted
reggie bullock,198.12,92.98636,2013
reggie jackson,190.5,94.347136,2011
richaun holmes,208.28,106.59412,2015
ricky rubio,190.5,86.18248,2009
monte morris,187.96,83.007336,2017
robert williams,203.2,107.501304,2018
robert covington,200.66,94.800728,Undrafted
rj barrett,198.12,97.068688,2019
pj tucker,195.58,111.13004,2006
quinn cook,185.42,81.64656,Undrafted
oshae brissett,200.66,95.25432,Undrafted
moritz wagner,210.82,111.13004,2018
moses brown,218.44,111.13004,Undrafted
mychal mulder,190.5,83.46092800000001,Undrafted
otto porter,203.2,89.811216,2013
myles turner,210.82,113.398,2015
nassir little,195.58,99.79024,2019
naz mitroulong,190.5,98.883056,Undrafted
naz reid,205.74,119.748288,Undrafted
nerlens noel,208.28,99.79024,2013
nickeil alexanderwalker,195.58,92.98636,2019
nicolas batum,205.74,104.32616,2008
nemanja bjelica,208.28,106.140528,2010
nicolo melli,205.74,107.047712,Undrafted
omari spellman,203.2,111.13004,2018
nigel williamsgoss,187.96,86.18248,2017
og anunoby,200.66,105.233344,2017
nikola jokic,213.36,128.820128,2014
nikola vucevic,210.82,117.93392,2011
noah vonleh,208.28,116.573144,2014
norvel pelle,208.28,104.779752,Undrafted
nic claxton,210.82,97.52228,2019
norman powell,190.5,97.52228,2015
freddie gillespie,205.74,111.13004,Undrafted
gary trent,195.58,94.800728,2018
gary payton,190.5,88.45044,Undrafted
gary harris,193.04,95.25432,2014
gary clark,198.12,102.0582,Undrafted
gabriel deck,198.12,104.779752,Undrafted
garrett temple,195.58,88.45044,Undrafted
gabe vincent,190.5,90.7184,Undrafted
frank ntilikina,193.04,90.7184,2017
george hill,193.04,85.275296,2008
furkan korkmaz,200.66,91.625584,2016
fred vanvleet,185.42,89.357624,Undrafted
garrison mathews,195.58,97.52228,Undrafted
georges niang,200.66,104.32616,2016
grayson allen,193.04,89.811216,2018
glenn robinson,198.12,100.697424,2014
goga bitadze,210.82,113.398,2019
goran dragic,190.5,86.18248,2008
gordon hayward,200.66,102.0582,2010
gorgui dieng,208.28,114.305184,2013
grant riller,187.96,86.18248,2020
grant williams,198.12,107.047712,2019
greg whittington,203.2,95.25432,Undrafted
hamidou diallo,195.58,91.625584,2018
harrison barnes,203.2,102.0582,2012
henry ellenson,208.28,108.86208,2016
frank mason,180.34,86.18248,2017
hassan whiteside,213.36,120.20188,2010
harry giles,210.82,108.86208,2017
giannis antetokounmpo,210.82,109.769264,2013
frank kaminsky,213.36,108.86208,2015
dorian finneysmith,200.66,99.79024,Undrafted
facundo campazzo,177.8,88.45044,Undrafted
devontae cacok,200.66,108.86208,Undrafted
devonte graham,185.42,88.45044,2018
ignas brazdeikis,198.12,100.243832,2019
dewayne dedmon,213.36,111.13004,Undrafted
didi louzada,195.58,85.275296,2019
dillon brooks,200.66,102.0582,2017
domantas sabonis,210.82,108.86208,2016
donovan mitchell,185.42,97.52228,2017
donta hall,208.28,104.32616,Undrafted
donte divincenzo,193.04,92.079176,2018
doug mcdermott,200.66,102.0582,2014
draymond green,198.12,104.32616,2012
drew eubanks,205.74,111.13004,Undrafted
duncan robinson,200.66,97.52228,Undrafted
frank jackson,190.5,92.98636,2017
dwayne bacon,198.12,100.243832,2017
dwight powell,208.28,108.86208,2014
dylan windler,198.12,88.904032,2019
etwaun moore,190.5,86.636072,2011
ed davis,205.74,98.883056,2010
edmond sumner,193.04,88.904032,2017
elfrid payton,190.5,88.45044,2014
elijah bryant,195.58,95.25432,Undrafted
elijah hughes,195.58,97.52228,2020
enes kanter,208.28,113.398,2011
eric bledsoe,185.42,97.068688,2010
eric gordon,190.5,97.52228,2008
eric paschall,198.12,115.66596,2019
ersan ilyasova,205.74,106.59412,2005
evan fournier,200.66,92.98636,2012
dwight howard,208.28,120.20188,2004
iman shumpert,195.58,96.161504,2011
jayson tatum,203.2,95.25432,2017
isaac bonga,203.2,81.64656,2018
jaren jackson,210.82,109.769264,2018
jarred vanderbilt,205.74,97.068688,2018
jarrell brantley,195.58,113.398,2019
jarrett allen,210.82,110.222856,2017
jarrett culver,198.12,88.45044,2019
javonte green,193.04,92.98636,Undrafted
jaxson hayes,210.82,99.79024,2019
jay scrubb,195.58,99.79024,2020
jaylen adams,182.88,102.0582,Undrafted
jaylen brown,198.12,101.151016,2016
jaylen hoard,203.2,97.975872,Undrafted
jaylen nowell,193.04,91.171992,2019
jeff green,203.2,106.59412,2007
jeff teague,190.5,88.45044,2009
jared harper,177.8,79.3786,Undrafted
jerami grant,203.2,95.25432,2014
jeremy lamb,195.58,81.64656,2012
jerome robinson,193.04,86.18248,2018
jevon carter,185.42,90.7184,2018
jimmy butler,200.66,104.32616,2011
joe harris,198.12,99.79024,2014
joe ingles,203.2,99.79024,Undrafted
joel embiid,213.36,127.00576,2014
john collins,205.74,106.59412,2017
john konchar,195.58,95.25432,Undrafted
john wall,190.5,95.25432,2010
jonas valanciunas,210.82,120.20188,2011
jontay porter,210.82,108.86208,Undrafted
devon dotson,187.96,83.91452,Undrafted
jordan bell,203.2,97.975872,2017
jeremiah martin,187.96,83.91452,Undrafted
immanuel quickley,190.5,86.18248,2020
jared dudley,198.12,107.501304,2007
james nunnally,200.66,92.98636,Undrafted
isaac okoro,195.58,102.0582,2020
isaiah hartenstein,213.36,113.398,2017
isaiah joe,193.04,74.84268,2020
isaiah roby,203.2,104.32616,2019
isaiah stewart,203.2,113.398,2020
isaiah thomas,175.26,83.91452,2011
ish smith,182.88,79.3786,Undrafted
ivica zubac,213.36,108.86208,2016
jj redick,190.5,90.7184,2006
ja morant,190.5,78.92500799999999,2019
jakarr sampson,200.66,97.068688,Undrafted
jamychal green,203.2,102.965384,Undrafted
javale mcgee,213.36,122.46984,2008
jabari parker,203.2,111.13004,2014
james wiseman,213.36,108.86208,2020
jaden mcdaniels,205.74,83.91452,2020
jaesean tate,193.04,104.32616,Undrafted
jahlil okafor,208.28,122.46984,2015
jahmius ramsey,190.5,86.18248,2020
jake layman,203.2,94.800728,2016
jakob poeltl,215.9,111.13004,2016
jalen brunson,185.42,86.18248,2018
jalen harris,195.58,88.45044,2020
jalen lecque,193.04,83.91452,Undrafted
jalen mcdaniels,205.74,92.98636,2019
jalen smith,208.28,97.52228,2020
jamal murray,190.5,97.52228,2016
james ennis,198.12,97.52228,2013
james harden,195.58,99.79024,2009
james johnson,200.66,108.86208,2009
jae crowder,198.12,106.59412,2012
devin vassell,195.58,90.7184,2020
bam adebayo,205.74,115.66596,2017
devin booker,195.58,93.439952,2015
axel toupane,200.66,95.25432,Undrafted
jordan bone,187.96,81.64656,2019
ben mclemore,190.5,88.45044,2013
ben simmons,210.82,108.86208,2016
bismack biyombo,203.2,115.66596,2011
blake griffin,205.74,113.398,2009
boban marjanovic,223.52,131.54168,Undrafted
bobby portis,208.28,113.398,2015
bogdan bogdanovic,198.12,99.79024,2014
bojan bogdanovic,200.66,102.511792,2011
bol bol,218.44,99.79024,2019
brad wanamaker,190.5,95.25432,Undrafted
bradley beal,190.5,93.893544,2012
brandon clarke,203.2,97.52228,2019
avery bradley,190.5,81.64656,2010
brandon goodwin,182.88,81.64656,Undrafted
brian bowen,198.12,86.18248,Undrafted
brodric thomas,195.58,83.91452,Undrafted
brook lopez,213.36,127.912944,2008
bruce brown,193.04,91.625584,2018
bruno caboclo,205.74,98.883056,2014
bruno fernando,205.74,108.86208,2019
bryn forbes,187.96,92.98636,Undrafted
buddy hield,193.04,99.79024,2016
cj elleby,198.12,90.7184,2020
cj mccollum,190.5,86.18248,2013
caleb martin,195.58,92.98636,Undrafted
cam reddish,203.2,98.883056,2019
cameron johnson,203.2,95.25432,2019
cameron oliver,203.2,102.0582,Undrafted
brandon ingram,203.2,86.18248,2016
cameron payne,185.42,83.007336,2015
austin rivers,193.04,90.7184,2012
aron baynes,208.28,117.93392,Undrafted
zion williamson,200.66,128.820128,2019
aaron gordon,203.2,106.59412,2014
aaron holiday,182.88,83.91452,2018
aaron nesmith,195.58,97.52228,2020
abdel nader,195.58,102.0582,2016
adam mokoka,193.04,86.18248,Undrafted
al horford,205.74,108.86208,2007
alfarouq aminu,203.2,99.79024,2010
alec burks,198.12,97.068688,2011
aleksej pokusevski,213.36,86.18248,2020
alen smailagic,208.28,97.52228,2019
alex caruso,193.04,84.368112,Undrafted
alex len,213.36,113.398,2013
alfonzo mckinnie,200.66,97.52228,Undrafted
ashton hagans,190.5,86.18248,Undrafted
alize johnson,200.66,96.161504,2018
amir coffey,200.66,95.25432,Undrafted
anderson varejao,210.82,117.93392,2004
andre drummond,208.28,126.552168,2012
andre iguodala,198.12,97.52228,2004
andre roberson,200.66,95.25432,2013
andrew wiggins,200.66,89.357624,2014
anfernee simons,190.5,82.10015200000001,2018
anthony davis,208.28,114.758776,2012
anthony edwards,193.04,102.0582,2020
anthony gill,200.66,104.32616,Undrafted
anthony lamb,198.12,102.965384,Undrafted
anthony tolliver,203.2,108.86208,Undrafted
anzejs pasecniks,215.9,103.872568,2017
armoni brooks,190.5,88.45044,2019
amida brimah,208.28,104.32616,Undrafted
cameron reynolds,200.66,102.0582,Undrafted
caris levert,198.12,92.98636,2016
carmelo anthony,200.66,107.954896,2003
danny green,198.12,97.52228,2009
dante exum,195.58,97.068688,2014
danuel house,198.12,99.79024,Undrafted
dario saric,208.28,102.0582,2014
darius bazley,203.2,94.347136,2019
darius garland,185.42,87.089664,2019
darius miller,198.12,102.0582,2012
david nwaba,195.58,99.336648,Undrafted
davis bertans,208.28,102.0582,2011
deaaron fox,190.5,83.91452,2017
deandre hunter,203.2,102.0582,2019
deanthony melton,187.96,90.7184,2018
deandre jordan,210.82,120.20188,2008
deandre bembry,195.58,95.25432,2016
danilo gallinari,208.28,105.68693600000002,2008
demar derozan,198.12,99.79024,2009
dean wade,205.74,103.418976,Undrafted
deandre ayton,210.82,113.398,2018
deividas sirvydis,203.2,86.18248,2019
dejounte murray,193.04,81.64656,2016
delon wright,195.58,83.91452,2015
deni avdija,205.74,95.25432,2020
dennis schroder,190.5,78.017824,2013
dennis smith,187.96,92.98636,2017
denzel valentine,193.04,99.79024,2016
derrick favors,205.74,120.20188,2010
derrick jones,195.58,95.25432,Undrafted
derrick rose,187.96,90.7184,2008
derrick white,193.04,86.18248,2017
desmond bane,195.58,97.52228,2020
demarcus cousins,208.28,122.46984,2010
daniel theis,203.2,111.13004,Undrafted
daniel oturu,203.2,108.86208,2020
daniel gafford,208.28,106.140528,2019
carsen edwards,180.34,90.7184,2019
cassius stanley,195.58,86.18248,2020
cassius winston,185.42,83.91452,2020
cedi osman,200.66,104.32616,2015
chandler hutchison,198.12,95.25432,2018
charlie brown,198.12,90.264808,Undrafted
chasson randle,187.96,83.91452,2015
chimezie metu,205.74,102.0582,2018
chris boucher,205.74,90.7184,Undrafted
chris chiozza,180.34,79.3786,Undrafted
chris paul,182.88,79.3786,2005
chris silva,203.2,106.140528,Undrafted
christian wood,208.28,97.068688,Undrafted
chuma okeke,198.12,103.872568,2019
clint capela,208.28,108.86208,2014
coby white,195.58,88.45044,2019
cody martin,195.58,92.98636,2019
damyean dotson,195.58,95.25432,2017
damion lee,195.58,95.25432,Undrafted
damian lillard,187.96,88.45044,2012
damian jones,210.82,111.13004,2016
dakota mathias,193.04,90.7184,2018
daquan jeffries,195.58,104.32616,Undrafted
devin cannady,187.96,83.007336,2019
dj wilson,208.28,104.779752,2017
dangelo russell,193.04,87.543256,2015
cristiano felicio,210.82,122.46984,Undrafted
cory joseph,190.5,90.7184,2011
collin sexton,185.42,86.18248,2018
cole anthony,187.96,83.91452,2020
cody zeller,210.82,108.86208,2013
dj augustin,180.34,83.007336,2008
jordan clarkson,193.04,87.996848,2014
marcus smart,190.5,99.79024,2014
jordan nwora,203.2,102.0582,2020
tristan thompson,205.74,115.212368,2011
trey lyles,205.74,106.140528,2015
trey burke,182.88,83.91452,2013
trevor ariza,203.2,97.52228,2004
trent forrest,193.04,95.25432,Undrafted
tremont waters,177.8,79.3786,2019
tre jones,185.42,83.91452,2020
trae young,185.42,81.64656,2018
torrey craig,200.66,100.243832,Undrafted
tony snell,198.12,96.615096,2013
tony bradley,208.28,112.490816,2017
tomas satoransky,200.66,95.25432,2012
tobias harris,203.2,102.511792,2011
timothe luwawucabarrot,200.66,99.79024,2016
tim hardaway,195.58,92.98636,2013
tim frazier,182.88,77.11064,Undrafted
thon maker,213.36,100.243832,2016
thomas bryant,208.28,112.490816,2017
theo pinson,195.58,96.161504,Undrafted
theo maledon,193.04,79.3786,2020
thanasis antetokounmpo,198.12,99.336648,2014
thaddeus young,203.2,106.59412,2007
terry rozier,185.42,86.18248,2015
terrence ross,198.12,93.439952,2012
terrance ferguson,198.12,86.18248,2017
terence davis,193.04,91.171992,Undrafted
terance mann,195.58,97.52228,2019
taurean prince,200.66,98.883056,2016
talen hortontucker,193.04,106.140528,2019
troy brown,198.12,97.52228,2018
ty jerome,195.58,88.45044,2019
tyshon alexander,190.5,88.45044,Undrafted
tyler bey,200.66,97.52228,2020
otto porter,203.2,89.811216,2013
pj tucker,195.58,111.13004,2006
pj washington,200.66,104.32616,2019
zeke nnaji,205.74,108.86208,2020
zach lavine,195.58,90.7184,2014
yuta watanabe,205.74,97.52228,Undrafted
yogi ferrell,182.88,80.73937600000001,Undrafted
xavier tillman,203.2,111.13004,2020
willy hernangomez,210.82,113.398,2015
willie cauleystein,213.36,108.86208,2015
will magnay,208.28,106.140528,Undrafted
will barton,198.12,82.10015200000001,2012
wesley matthews,193.04,99.79024,Undrafted
wes iwundu,198.12,88.45044,2017
taj gibson,205.74,105.233344,2009
wenyen gabriel,205.74,92.98636,Undrafted
wayne ellington,193.04,93.893544,2009
vlatko cancar,203.2,107.047712,2017
vincent poirier,213.36,106.59412,Undrafted
victor oladipo,193.04,96.615096,2013
vernon carey,205.74,122.46984,2020
udonis haslem,203.2,106.59412,Undrafted
udoka azubuike,208.28,127.00576,2020
tyus jones,182.88,88.904032,2015
tyrese maxey,187.96,90.7184,2020
tyrese haliburton,195.58,83.91452,2020
tyrell terry,187.96,72.57472,2020
tyler johnson,190.5,84.368112,Undrafted
tyler herro,195.58,88.45044,2019
tyler cook,203.2,115.66596,Undrafted
jordan mclaughlin,180.34,83.91452,Undrafted
tacko fall,226.06,141.067112,Undrafted
tj warren,203.2,99.79024,2014
tj mcconnell,185.42,86.18248,2015
robert williams,203.2,107.501304,2018
robert franks,200.66,102.0582,2019
robert covington,200.66,94.800728,Undrafted
ricky rubio,190.5,86.18248,2009
richaun holmes,208.28,106.59412,2015
reggie perry,203.2,113.398,2020
reggie jackson,187.96,94.347136,2011
reggie bullock,198.12,92.98636,2013
rayjon tucker,190.5,94.800728,Undrafted
ray spalding,205.74,102.0582,2018
raul neto,185.42,81.64656,2013
rajon rondo,185.42,81.64656,2006
rj barrett,198.12,97.068688,2019
rj hampton,193.04,79.3786,2020
robert woodard,198.12,106.59412,2020
quinndary weatherspoon,190.5,92.98636,2019
precious achiuwa,203.2,102.0582,2020
payton pritchard,185.42,88.45044,2020
paul watson,198.12,95.25432,Undrafted
paul reed,205.74,95.25432,2020
paul millsap,200.66,116.573144,2006
paul george,203.2,99.79024,2010
patty mills,185.42,81.64656,2009
patrick williams,200.66,97.52228,2020
patrick patterson,203.2,106.59412,2010
patrick mccaw,200.66,82.10015200000001,2016
patrick beverley,185.42,81.64656,2009
pat connaughton,195.58,94.800728,2015
pascal siakam,205.74,104.32616,2016
pj dozier,198.12,92.98636,Undrafted
quinn cook,185.42,81.64656,Undrafted
oshae brissett,200.66,95.25432,Undrafted
robin lopez,213.36,127.459352,2008
rodney hood,203.2,94.347136,2014
tj leaf,208.28,100.697424,2017
svi mykhailiuk,200.66,92.98636,2018
steven adams,210.82,120.20188,2013
sterling brown,195.58,99.336648,2017
stephen curry,190.5,83.91452,2009
stanley johnson,198.12,109.769264,2015
spencer dinwiddie,195.58,97.52228,2014
solomon hill,198.12,102.511792,2013
skylar mays,193.04,92.98636,2020
sindarius thornwell,193.04,97.52228,2017
shaquille harrison,200.66,86.18248,Undrafted
shake milton,195.58,92.98636,2018
shai gilgeousalexander,198.12,81.64656,2018
seth curry,187.96,83.91452,Undrafted
rodions kurucs,205.74,103.418976,2018
serge ibaka,208.28,106.59412,2008
sekou doumbouya,203.2,104.32616,2019
sean mcdermott,198.12,88.45044,Undrafted
sam merrill,193.04,92.98636,2020
saddiq bey,200.66,97.52228,2020
saben lee,187.96,83.007336,2020
ryan arcidiacono,190.5,88.45044,Undrafted
russell westbrook,190.5,90.7184,2008
rui hachimura,203.2,104.32616,2019
rudy gobert,215.9,117.026736,2013
rudy gay,203.2,113.398,2006
royce oneale,193.04,102.511792,Undrafted
rondae hollisjefferson,198.12,98.429464,2015
romeo langford,193.04,97.975872,2019
rodney mcgruder,193.04,92.98636,Undrafted
semi ojeleye,198.12,108.86208,2017
onyeka okongwu,203.2,106.59412,2020
wendell carter,208.28,122.46984,2018
og anunoby,200.66,105.233344,2017
kenyon martin,198.12,97.52228,2020
kevin durant,208.28,108.86208,2007
kevin huerter,200.66,86.18248,2018
kevin knox,200.66,97.52228,2018
kevin love,203.2,113.851592,2008
kevin porter,193.04,92.079176,2019
kevon looney,205.74,100.697424,2015
khem birch,205.74,105.68693600000002,Undrafted
khris middleton,200.66,100.697424,2012
khyri thomas,190.5,95.25432,2018
killian hayes,195.58,88.45044,2020
killian tillie,205.74,99.79024,Undrafted
kira lewis,185.42,77.11064,2020
kostas antetokounmpo,208.28,90.7184,2018
kentavious caldwellpope,195.58,92.532768,2013
obi toppin,205.74,99.79024,2020
kyle anderson,205.74,104.32616,2014
kyle guy,185.42,75.749864,2019
kyle kuzma,208.28,100.243832,2017
kyle lowry,182.88,88.904032,2006
kyrie irving,187.96,88.45044,2011
lamarcus aldridge,210.82,113.398,2006
lamelo ball,198.12,81.64656,2020
lamar stevens,198.12,104.32616,Undrafted
landry shamet,193.04,86.18248,2018
langston galloway,185.42,90.7184,Undrafted
larry nance,200.66,111.13004,2015
lauri markkanen,213.36,108.86208,2017
lebron james,205.74,113.398,2003
lonnie walker,193.04,92.532768,2018
kristaps porzingis,220.98,108.86208,2015
lonzo ball,198.12,86.18248,2017
kent bazemore,193.04,88.45044,Undrafted
kendrick nunn,187.96,86.18248,Undrafted
jordan poole,193.04,87.996848,2019
josh green,195.58,90.7184,2020
josh hall,205.74,86.18248,Undrafted
josh hart,195.58,97.52228,2017
josh jackson,203.2,93.893544,2017
josh okogie,193.04,96.615096,2018
josh richardson,195.58,90.7184,2015
jrue holiday,190.5,92.98636,2009
juan toscanoanderson,198.12,94.800728,Undrafted
juancho hernangomez,205.74,97.068688,2016
julius randle,203.2,113.398,2014
justin holiday,198.12,81.64656,Undrafted
justin jackson,203.2,99.79024,2017
justin james,200.66,86.18248,2019
kenrich williams,198.12,95.25432,Undrafted
justin patton,210.82,109.315672,2017
justise winslow,198.12,100.697424,2015
jusuf nurkic,210.82,131.54168,2014
juwan morgan,200.66,105.233344,Undrafted
kz okpala,203.2,97.52228,2019
karim mane,190.5,86.18248,Undrafted
karlanthony towns,210.82,112.490816,2015
kawhi leonard,200.66,102.0582,2011
keita batesdiop,203.2,103.872568,2018
kelan martin,195.58,104.32616,Undrafted
keldon johnson,195.58,99.79024,2019
keljin blevins,193.04,90.7184,2019
kelly olynyk,210.82,108.86208,2013
kelly oubre jr,200.66,92.079176,2015
kemba walker,182.88,83.46092800000001,2011
justin robinson,185.42,88.45044,2019
lou williams,185.42,79.3786,2005
kris dunn,190.5,92.98636,2016
luguentz dort,190.5,97.52228,Undrafted
mike scott,200.66,107.501304,2012
miles bridges,198.12,102.0582,2018
mitchell robinson,213.36,108.86208,2018
miye oni,195.58,93.439952,2019
mo bamba,213.36,104.779752,2018
monte morris,187.96,83.007336,2017
montrezl harrell,200.66,108.86208,2015
moritz wagner,210.82,111.13004,2018
moses brown,218.44,111.13004,Undrafted
mychal mulder,190.5,83.46092800000001,Undrafted
myles turner,210.82,113.398,2015
naji marshall,200.66,99.79024,Undrafted
nassir little,195.58,99.79024,2019
nate darling,198.12,90.7184,Undrafted
mike muscala,208.28,108.86208,2013
nate hinton,195.58,95.25432,Undrafted
naz reid,205.74,119.748288,Undrafted
nemanja bjelica,208.28,106.140528,2010
nerlens noel,210.82,99.79024,2013
nick richards,213.36,111.13004,2020
nickeil alexanderwalker,198.12,92.98636,2019
nico mannion,187.96,86.18248,2020
nicolas batum,203.2,104.32616,2008
nic claxton,210.82,97.52228,2019
nicolo melli,205.74,107.047712,Undrafted
nikola jokic,210.82,128.820128,2014
nikola vucevic,210.82,117.93392,2011
noah vonleh,208.28,116.573144,2014
norman powell,190.5,97.52228,2015
norvel pelle,208.28,104.779752,Undrafted
louis king,200.66,92.98636,Undrafted
mike james,185.42,79.3786,Undrafted
nathan knight,208.28,114.758776,Undrafted
mikal bridges,198.12,94.800728,2018
mike conley,185.42,79.3786,2007
luka doncic,200.66,104.32616,2018
luka samanic,208.28,102.965384,2019
luke kennard,195.58,93.439952,2017
luke kornet,218.44,113.398,Undrafted
malachi flynn,185.42,79.3786,2020
malcolm brogdon,195.58,103.872568,2016
